0	0
0.01	0.0061
0.011	0.0065
0.012	0.0069
0.013	0.0073
0.014	0.0077
0.015	0.0081
0.016	0.0085
0.017	0.0088
0.018	0.0092
0.02	0.0099
0.0225	0.0108
0.025	0.0117
0.0275	0.0126
0.03	0.0134
0.0325	0.0143
0.035	0.0151
0.0375	0.016
0.04	0.0168
0.045	0.0185
0.05	0.0202
0.055	0.0218
0.06	0.0235
0.065	0.0251
0.07	0.0268
0.08	0.0301
0.09	0.0334
0.1	0.0367
0.11	0.0401
0.12	0.0435
0.13	0.0469
0.14	0.0503
0.15	0.0537
0.16	0.0572
0.17	0.0606
0.18	0.0641
0.2	0.0711
0.225	0.08
0.25	0.0891
0.275	0.0982
0.3	0.1076
0.325	0.117
0.35	0.1265
0.375	0.1362
0.4	0.1459
0.45	0.1657
0.5	0.1857
0.55	0.2059
0.6	0.2263
0.65	0.2468
0.7	0.2674
0.8	0.3088
0.9	0.3504
1	0.3919
1.1	0.4333
1.2	0.4745
1.3	0.5154
1.4	0.5559
1.5	0.596
1.6	0.6358
1.7	0.6751
1.8	0.7139
2	0.7902
2.25	0.8828
2.5	0.9723
2.75	1.06
3	1.14
3.25	1.22
3.5	1.3
3.75	1.38
4	1.45
4.5	1.59
5	1.73
5.5	1.85
6	1.98
6.5	2.09
7	2.2
8	2.41
9	2.61
10	2.8
11	2.97
12	3.14
13	3.3
14	3.45
15	3.6
16	3.74
17	3.87
18	4
20	4.25
22.5	4.55
25	4.82
27.5	5.08
30	5.33
32.5	5.57
35	5.8
37.5	6.02
40	6.24
45	6.65
50	7.04
55	7.42
60	7.79
65	8.15
70	8.5
80	9.18
90	9.84
100	10.48
110	11.12
120	11.75
130	12.38
140	13.01
150	13.63
160	14.26
170	14.88
180	15.5
200	16.74
